providerName,resourceType,completeModeDeletion
Microsoft.Web,apiManagementAccounts / connectionAcls,FALSE
Microsoft.Web,apiManagementAccounts / connections,FALSE
Microsoft.Web,billingMeters,FALSE
Microsoft.Web,certificates,TRUE
Microsoft.Web,connectionGateways,TRUE
Microsoft.Web,connections,TRUE
Microsoft.Web,customApis,TRUE
Microsoft.Web,deletedSites,FALSE
Microsoft.Web,functionAppStacks,FALSE
Microsoft.Web,generateGithubAccessTokenForAppserviceCLI,FALSE
Microsoft.Web,hostingEnvironments,TRUE
Microsoft.Web,hostingEnvironments / eventGridFilters,FALSE
Microsoft.Web,hostingEnvironments / multiRolePools,FALSE
Microsoft.Web,hostingEnvironments / workerPools,FALSE
Microsoft.Web,kubeEnvironments,TRUE
Microsoft.Web,publishingUsers,FALSE
Microsoft.Web,recommendations,FALSE
Microsoft.Web,resourceHealthMetadata,FALSE
Microsoft.Web,runtimes,FALSE
Microsoft.Web,serverFarms,TRUE
Microsoft.Web,serverFarms / eventGridFilters,FALSE
Microsoft.Web,serverFarms / firstPartyApps,FALSE
Microsoft.Web,serverFarms / firstPartyApps / keyVaultSettings,FALSE
Microsoft.Web,sites,TRUE
Microsoft.Web,sites/config ,FALSE
Microsoft.Web,sites / eventGridFilters,FALSE
Microsoft.Web,sites / hostNameBindings,FALSE
Microsoft.Web,sites / networkConfig,FALSE
Microsoft.Web,sites / premieraddons,TRUE
Microsoft.Web,sites / slots,TRUE
Microsoft.Web,sites / slots / eventGridFilters,FALSE
Microsoft.Web,sites / slots / hostNameBindings,FALSE
Microsoft.Web,sites / slots / networkConfig,FALSE
Microsoft.Web,sourceControls,FALSE
Microsoft.Web,staticSites,TRUE
Microsoft.Web,validate,FALSE
Microsoft.Web,verifyHostingEnvironmentVnet,FALSE
Microsoft.Web,webAppStacks,FALSE
Microsoft.WindowsDefenderATP,diagnosticSettings,FALSE
Microsoft.WindowsDefenderATP,diagnosticSettingsCategories,FALSE
Microsoft.WindowsESU,multipleActivationKeys,TRUE
Microsoft.WindowsIoT,DeviceServices,TRUE
Microsoft.WorkloadBuilder,migrationAgents,FALSE
Microsoft.WorkloadBuilder,workloads,FALSE
Microsoft.WorkloadBuilder,workloads / instances,FALSE
Microsoft.WorkloadBuilder,workloads / versions,FALSE
Microsoft.WorkloadBuilder,workloads / versions / artifacts,FALSE
Microsoft.WorkloadMonitor,monitors,FALSE
